Time Received,VIN,VIN Search,Tag,Tag Search,Year,Make,Model,Color,Type,Tow Location,Pickup Lot,Time of Tow
02/07/2024 05:48,xxxxxxxxxxxx09931,3FA6P0LU4HR309931,xxx8949,TPK8949,2017,FORD,FUSIO,GREY,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/07/2024 5:48 AM
02/07/2024 22:53,xxxxxxxxxxxx91225,3FA6P0T98LR191225,xxx3850,8FB3850,2020,FORD,FUSIO,BLACK,REPO,100-BLK W MARSHALL ST,12270 MAPLE ST,02/07/2024 10:53 PM
02/07/2024 00:36,xxxxxxxxxxxx39439,3FADP4AJXKM139439,xxx8408,TSL8408,2019,FORD,FOCUS,WHITE,PRIVATE,100-BLK W COMMERCE RD,1901 RICHMOND HWY,02/06/2024 10:54 PM
02/05/2024 11:46,xxxxxxxxxxxx26731,3FADP4BJ8HM126731,xxx5682,ULN5682,2017,FORD,FIEST,BLK,PUBLIC,1500-BLK PORTER ST,642 W SOUTHSIDE PLZ,02/05/2024 11:45 AM
02/13/2024 13:14,xxxxxxxxxxxx22063,3FAHP07107R122063,xxx7491,VTX7491,2007,FORD,FUSIO,BLACK,PRIVATE,600-BLK N 7TH ST,1901 RICHMOND HWY,02/13/2024 1:14 PM
02/16/2024 17:24,xxxxxxxxxxxx32394,3FAHP07139R132394,xxx7809,TYJ7809,2009,FORD,FUSIO,WHITE,PUBLIC,MACHESTER BRIDGE SB RICH,642 W SOUTHSIDE PLZ,02/16/2024 3:22 PM
02/14/2024 06:05,xxxxxxxxxxxx64452,3FAHP0HA0CR164452,xxx2522,TUZ2522,2012,FORD,FUSIO,BLACK,PRIVATE,400-BLK WESTOVER HILLS BLVD,1901 RICHMOND HWY,02/14/2024 6:05 AM
02/14/2024 01:15,xxxxxxxxxxxx17896,3FAHP0HA2AR417896,xxx6299,TVS6299,2010,FORD,FUSIO,GREY,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/14/2024 1:14 AM
02/07/2024 01:06,xxxxxxxxxxxx10198,3FAHP0HA2CR210198,xxxx5051,TUJ 5051,2012,FORD,FUSIO,GRAY,PUBLIC,N 7TH ST/HOSPITAL ST RICH,642 W SOUTHSIDE PLZ,02/07/2024 12:56 AM
02/07/2024 07:25,xxxxxxxxxxxx99330,3FAHP0HA5BR299330,xxx9494,TPA9494,2011,FORD,FUSIO,BURGUND,PRIVATE,3200-BLK CHAMBERLAYNE AVE,8675 TELEGRAPH RD,02/07/2024 7:18 AM
02/07/2024 04:53,xxxxxxxxxxxx17306,3FAHP0HA6CR417306,xxx7911,TPA7911,2012,FORD,FUSIO,SILVER,PRIVATE,400-BLK WESTOVER HILLS BLVD,1901 RICHMOND HWY,02/07/2024 4:53 AM
02/08/2024 11:09,xxxxxxxxxxxx82588,3FAHP0HA9AR182588,xxxx9054,UEH-9054,2010,FORD,FUSIO,WHITE,PUBLIC,00-BLK E 7TH ST,642 W SOUTHSIDE PLZ,02/08/2024 8:47 AM
02/18/2024 03:52,xxxxxxxxxxxx51256,3FAHPOGA3AR151256,xxx1806,TUA1806,2010,FORD,FUSIO,SILVER,PUBLIC,2700-BLK HOPKINS RD,1901 RICHMOND HWY,02/18/2024 3:20 AM
02/08/2024 15:35,xxxxxxxxxxxx21229,3FMCR9B64NRE21229,xxNQLA,TRNQLA,2022,FORD,BRONC,BLUE,PUBLIC,E CANAL ST/S 9TH ST RICH,642 W SPUTHSIDE PLZ,02/08/2024 3:35 PM
02/05/2024 15:07,xxxxxxxxxxxx18237,3GCEK23C99G218237,xxx7025,UTS7025,2009,CHEVY,SILVE,GRAY,PUBLIC,800-BLK BAINBRDIGE ST,642 W SOUTHSIDE PLZ,02/05/2024 3:07 PM
02/05/2024 10:35,xxxxxxxxxxxx37822,3GCNWAEH5MG237822,xxxx9794,UER-9794,2019,CHEVY,SILVE,WHITE,PRIVATE,300-BLK EAST FRANKLIN ST,2101 DECATUR ST RICHMOND VIRGINIA 23224,02/05/2024 9:34 AM
02/12/2024 22:15,xxxxxxxxxxxx73880,3GCPCSE0XDG273880,xxx8031,TUC8031,2013,CHEVY,1500,GRAY,PRIVATE,1800-BLK E CARY ST,1901 RICHMOND HWY,02/12/2024 10:15 PM
02/15/2024 10:51,xxxxxxxxxxxx91849,3GCXKSE27AG291849,xxx4348,ULH4348,2010,CHEVY,1500,BLACK,PRIVATE,1900-BLK E CARY ST,1901 RICHMOND HWY,02/14/2024 9:40 PM
02/12/2024 04:24,xxxxxxxxxxxx68082,3gkalvegxpl168082,xxx4196,KAS4196,2023,GMC,TERRA,BLK,REPO,2000-BLK FAIRFIELD AVE,"2500, AUSTIN AVENUE",02/12/2024 4:24 AM
02/16/2024 12:26,xxxxxxxxxxxx66269,3gnal2ek3cs566269,xxx3920,UAY3920,2013,CHEV,CAPTI,RED,PRIVATE,600-BLK WEST BACON ST,4114 WEST CLAY ST,02/16/2024 12:26 PM
02/17/2024 23:57,xxxxxxxxxxxx83075,3GNAL4EK0ES583075,xxxx9917,TUG-9917,2014,CHEVR,CAPTI,WHITE,PUBLIC,KENT RD/AUGUSTA AVE RICH,642 W SOUTHSIDE PLZ,02/17/2024 9:49 PM
02/06/2024 12:17,xxxxxxxxxxxx77361,3GNAX5EV3NS177361,xxxx4326,JMX-4326,2022,CHEVR,EQUIN,WHITE,PUBLIC,1400-BLK MCDONOUGH ST,642 W SOUTHSIDE PLAZA DRIVE,02/06/2023 8:58 AM
02/08/2024 02:19,xxxxxxxxxxxx11726,3GNAXUEG4PS211726,xxXF74,4WXF74,2021,CHEVY,CORRO,GRAY,PRIVATE,2500-BLK ATWELL DR,11THURMAN ST,02/08/2024 2:19 AM
02/10/2024 21:48,xxxxxxxxxxxx54474,3GNCJLSB1FL254474,xxx1442,VLZ1442,15,CHEVY,TRAX,WHITE,PRIVATE,900-BLK TERMINAL PL,4839 WALLER RD,02/10/2024 9:38 PM
02/12/2024 07:38,xxxxxxxxxxxx01229,3GNCJMSB5KL301229,xxx8262,TNW8262,2019,CHEVR,TRAX,BLACK,PRIVATE,3200-BLK CHAMBERLAYNE AVE,8675 TELEGRAPH RD,02/12/2024 7:38 AM
02/06/2024 11:09,xxxxxxxxxxxx42699,3GNEC16T5YG142699,xxxx3388,URT-3388,2000,CHEVR,C1500,BLUE,PUBLIC,800-BLK PORTER ST,642 W SOUTHSIDE PLAZA DRIVE,02/06/2023 9:16 AM
02/05/2024 06:57,xxxxxxxxxxxx27371,3GNFK22309G127371,xxx9449,VXH9449,2009,CHEVR,AVALA,BLUE,PRIVATE,500-BLK N 2ND ST,11 THURMAN ST,02/05/2024 6:54 AM
02/18/2024 05:23,xxxxxxxxxxxx21105,3GTRKUEA4AG121105,NONE,NONE,2010,GMC,SIERR,GREEN,PUBLIC,5200-BLK HULL STREET RD,642 W SOUTHSIDE PLZ,02/18/2024 4:58 AM
02/16/2024 02:07,xxxxxxxxxxxx83014,3GYFNBEY3BS583014,xxx5563,UHS5563,2011,CADIL,SRX,BLUE,PRIVATE,1400-BLK JENNIE SCHER RD,168 BELT BLVD,02/16/2024 2:07 AM
02/09/2024 04:34,xxxxxxxxxxxx04367,3GYFNDE39CS604367,xxx6702,TSP6702,2012,CADIL,SRX,BLACK,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/09/2024 4:34 AM
02/10/2024 11:21,xxxxxxxxxxxx31791,3HGGK5H48KM731791,xxx4711,USG4711,2019,HONDA,FIT,BLACK,PRIVATE,400-BLK WEST GRACE ST,168 EAST BELT BOULEVARD,02/10/2024 11:21 AM
02/14/2024 09:51,xxxxxxxxxxxx22348,3KPA24AD0LE322348,xxx4309,TTU4309,2020,KIA,RIO,SILVER,PRIVATE,4000-BLK W BROAD ST,11 THURMAN ST,02/14/2024 9:51 AM
02/07/2024 07:48,xxxxxxxxxxxx31258,3KPA24AD0LE331258,xxx2798,TMV2798,2020,KIA,RIO,BLACK,PRIVATE,3200-BLK CHAMBERLAYNE AVE,8675 TELEGRAPH RD,02/07/2024 7:48 AM
02/11/2024 03:36,xxxxxxxxxxxx10885,3KPA24AD4ME410885,xxxx6667,UCL 6667,2021,KIA,RIO L,BLACK,PUBLIC,GERMAN SCHOOL RD/MIDLOTHIAN TPKE RICH,642 W SOUTHSIDE PLZ,02/11/2024 2:49 AM
02/06/2024 10:17,xxxxxxxxxxxx77642,3KPA24AD6PE577642,xxxx3938,TPL-3938,2023,KIA,RIO,SIL,PUBLIC,1400-BLK MCDONOUGH ST,642 W SOUTHSIDE PLZ,02/06/2024 10:16 AM
02/06/2024 22:53,xxxxxxxxxxxx60241,3KPA35ABXJE060241,xxxx6219,TLR-6219,2018,KIA,RIO,GRAY,PRIVATE,5800-BLK WESTOWER DR,8675 TELEGRAPH RD,02/06/2024 10:53 PM
02/09/2024 02:00,xxxxxxxxxxxx49790,3KPC24A3XKE049790,xxx2290,UHS2290,2019,HYUND,ACCEN,GREY,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/09/2024 2:00 AM
02/12/2024 02:11,xxxxxxxxxxxx29943,3KPF24AD0KE029943,xxx5720,UFU5720,2019,KIA,FORTE,RED,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/12/2024 2:11 AM
02/13/2024 01:05,xxxxxxxxxxxx25576,3KPF24AD1KE025576,xxx7546,UFL7546,2019,KIA,FORTE,BLACK,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/13/2024 1:05 AM
02/09/2024 03:02,xxxxxxxxxxxx76589,3KPF24AD1NE476589,xxxx8305,TXX-8305,2022,KIA,FORTE,BLUE,REPO,4500-BLK E SEMINARY AVE,2500 AUSTIN AVE RICHMOND VA,02/09/2024 3:02 AM
02/17/2024 23:42,xxxxxxxxxxxx46588,3KPF24AD4LE246588,xx7000,JM7000,2020,KIA,FORTE,BLACK,PRIVATE,900-BLK TERMINAL PL,4839 WALLER RD,02/17/2024 11:22 PM
02/07/2024 03:46,xxxxxxxxxxxx11759,3KPF24AD8PE511759,xxxx24AD,3KPF24AD,2023,KIA,FORTE,RED,REPO,1300-BLK N 29TH ST,12270 MAPLE ST,02/07/2024 3:45 AM
02/07/2024 05:43,xxxxxxxxxxxx86124,3KPF44AC4PE686124,xx94ME,G194ME,2023,KIA,FORTE,WHITE,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/07/2024 5:42 AM
02/11/2024 14:53,xxxxxxxxxxxx60917,3KPFK4A77HE060917,xxxx1149,TPR-1149,2017,KIA,FORTE,BLUE,PUBLIC,26TH ST/SEMMES AVE RICH,642 W SOUTHSIDE PLZ,02/11/2024 2:16 PM
02/08/2024 10:19,xxxxxxxxxxxx02067,3KPFL4A74HE102067,xxxx1516,TFQ-1516,2017,KIA,FORTE,BLUE,PUBLIC,00-BLK E 6TH ST,642 W SOUTHSIDE PLZ,02/08/2024 8:24 AM
02/10/2024 22:56,xxxxxxxxxxxx06340,3ln6l2g95dr806340,xxx4698,TTN4698,2012,LINCO,MKZ,WHITE,PUBLIC,"3900-BLK JEFFERSON DAVIS HWY ,",5350 MIDLOTHIAN TPKE,02/10/2024 10:56 PM
02/06/2024 03:37,xxxxxxxxxxxx42530,3LN6L5B92HR642530,xxx3189,TXZ3189,2017,LINCO,MKZ,SILVER,PRIVATE,900-BLK SLEDD ST,168 BELT BLVD,02/06/2024 3:37 AM
02/12/2024 08:41,xxxxxxxxxxxx58303,3MEHM0JG3AR658303,xxx6581,UXM6581,2010,MERCU,MILAN,GRAY,PRIVATE,0-BLK S 17TH ST,1901 RICHMOND HWY,02/12/2024 8:41 AM
02/12/2024 09:59,xxxxxxxxxxxx40242,3MVDMBCLXLM140242,xxx5509,UJW5509,2020,MAZDA,CX 30,BLUE,PRIVATE,8TH RICH,1901 RICHMOND HWY,02/12/2024 9:58 AM
02/07/2024 21:38,xxxxxxxxxxxx28338,3MZBM1U76FM228338,xxx3913,TVV3913,2015,MAZDA,MAZDA,GREY,PRIVATE,300-BLK S 11TH ST,168 BELT BLVD,02/07/2024 9:38 PM
02/11/2024 12:45,xxxxxxxxxxxx71138,3MZBM1V7XFM171138,xxxx9054,TZG-9054,2015,MAZDA,3,BLACK,PUBLIC,1400-BLK W MAIN ST,642 W SOUTHSIDE PLZ,02/11/2024 11:45 AM
02/05/2024 12:26,xxxxxxxxxxxx20106,3N1AB6AP3CL620106,xxx7469,UNE7469,2012,NISSA,SENTR,BLK,PUBLIC,1300-BLK PORTER ST,642 W SOUTHSIDE PLZ,02/05/2024 12:24 PM
02/08/2024 05:43,xxxxxxxxxxxx37935,3N1AB7AP0HY237935,xxx3995,VVA3995,2017,NISSA,SENTR,GREY,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/08/2024 5:43 AM
02/06/2024 22:21,xxxxxxxxxxxx34950,3N1AB7AP0KY334950,xxxx4809,TLX-4809,2019,NISSA,SENTR,SILVER,PUBLIC,WARWICK RD/WARWICK VILLAGE DR RICH,642 W SOUTHSIDE PLZ,02/06/2024 8:00 PM
02/18/2024 03:49,xxxxxxxxxxxx11351,3N1AB7AP5DL611351,xxx9800,TUC9800,2013,NISSA,SENTR,SILVER,PUBLIC,2700-BLK HOPKINS RD,1901 RICHMOND HWY,02/18/2024 2:48 AM
02/06/2024 12:36,xxxxxxxxxxxx96801,3N1AB7AP5EY296801,xxxx5018,TNC-5018,2014,NISSA,SENTR,WHITE,PUBLIC,1300-BLK MCDONOUGH ST,642 W SOUTHSIDE PLAZA DRIVE,02/06/2023 8:00 AM
02/08/2024 05:45,xxxxxxxxxxxx40598,3N1AB7AP5FY240598,xxx6749,UFJ6749,2015,NISSA,SENTR,GREY,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/08/2024 5:45 AM
02/07/2024 07:30,xxxxxxxxxxxx41292,3N1AB7AP5GL641292,xxx3010,UCF3010,2016,NISSA,SENTR,BLACK,PRIVATE,3200-BLK CHAMBERLAYNE AVE,8675 TELEGRAPH RD,02/07/2024 7:29 AM
02/05/2024 11:08,xxxxxxxxxxxx25960,3N1AB7AP7GY225960,xxxx7466,TVN-7466,2016,NISSA,SENTR,SILVER,PUBLIC,HULL ST/COMMERCE RD RICH,642 W SOUTHSIDE PLZ,02/05/2024 9:07 AM
02/07/2024 13:00,xxxxxxxxxxxx57169,3N1AB7AP9GL657169,xxxx8023,UKF-8023,2016,NISSA,SENTR,BLUE,PUBLIC,200-BLK N 20TH ST,642 W SOUTHSIDE PLZ,02/07/2024 12:09 PM
02/08/2024 06:05,xxxxxxxxxxxx75011,3N1AB7AP9KY275011,xxx8302,VUP8302,2019,NISSA,SENTR,BLACK,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/08/2024 6:05 AM
02/06/2024 10:14,xxxxxxxxxxxx65957,3N1AB7APXFL665957,xxx7302,5EW7302,2015,NISS,SEN,SIL,PUBLIC,1400-BLK MCDONOUGH ST,642 W SOUTHSIDE PLZ,02/06/2024 10:14 AM
02/16/2024 23:56,xxxxxxxxxxxx65537,3N1AB7APXJY265537,xxMQ91,QMMQ91,2018,NISSA,SENTR,BLACK,PRIVATE,1300-BLK HULL ST,168 BELT BLVD,02/16/2024 11:56 PM
02/08/2024 19:32,xxxxxxxxxxxx59368,3N1AB7APXKY359368,xxx9829,TVC9829,2019,NISSA,SENTR,WHITE,PRIVATE,1800-BLK E CARY ST,1901 RICHMOND HWY,02/08/2024 7:15 PM
02/06/2024 23:58,xxxxxxxxxxxx78689,3N1AB8BV0MY278689,xxxx1254,UDL 1254,2021,NISSA,SENTR,GRAY,PUBLIC,HULL ST/E BROAD ROCK RD RICH,642 W SOUTHSIDE PLZ,02/06/2024 11:44 PM
02/09/2024 19:38,xxxxxxxxxxxx48943,3N1AB8BV1NY248943,xxx4213,TXT4213,2022,NISSA,SENTR,SILVER,PRIVATE,1600-BLK OVERBROOK RD,4901 WALLER RD,02/09/2024 7:38 PM
02/08/2024 13:34,xxxxxxxxxxxx70621,3N1AB8BV5LY270621,xxxx2006,UFL-2006,2020,NISS,SEN,BLACK,PUBLIC,100-BLK W COMMERCE RD,642 W SOUTHSIDE PLZ,02/08/2024 1:34 PM
02/06/2024 10:47,xxxxxxxxxxxx84027,3N1AB8CV2PY284027,xxxx9579,LCG-9579,2023,NISSA,SENTR,GRAY,PUBLIC,900-BLK DECATUR ST,642 W SOUTHSIDE PLAZA DRIVE,02/06/2024 9:51 AM
02/09/2024 21:49,xxxxxxxxxxxx04364,3N1AB8CV5NY304364,xxx2759,TTU2759,22,NISSA,SENTR,GREY,PRIVATE,2600-BLK W BROAD ST,4839 WALLER RD,02/09/2024 9:29 PM
02/07/2024 10:30,xxxxxxxxxxxx14391,3N1BC1CP2BL514391,xxxx1663,TLC-1663,2011,NISSA,VERSA,RED,PUBLIC,100-BLK E 7TH ST,642 W SOUTHSIDE PLZ,02/07/2024 8:27 AM
02/05/2024 19:38,xxxxxxxxxxxx72427,3N1CB51D24L472427,xxxx2781,TXF 2781,2004,NISSA,4DOOR,GREY,PRIVATE,1100-BLK W GRACE ST,1200 BENTLEY  ST,02/05/2024 7:37 PM
02/06/2024 01:17,xxxxxxxxxxxx75669,3N1CB51D84L475669,xxx7608,TNR7608,2004,NISSA,SENTR,GOLD,PRIVATE,2500-BLK ATWELL DR,11 THURMAN ST,02/06/2024 1:17 AM
02/06/2024 10:13,xxxxxxxxxxxx30292,3N1CN7AP1CL930292,xxx3139,TTA3139,2012,NISSA,VERSA,SILVER,PUBLIC,HULL ST/E BROAD ROCK RD RICH,642 W SOUTHSIDE PLZ,02/06/2024 10:12 AM
02/05/2024 17:38,xxxxxxxxxxxx05651,3N1CN7AP3CL805651,xxx2925,VRY2925,2012,NISSA,VERSA,WHITE,PUBLIC,800-BLK PORTER ST,642 W SOUTHSIDE PLZ,02/05/2024 5:38 PM
02/12/2024 20:23,xxxxxxxxxxxx11119,3N1CN7AP4HK411119,xxxx7968,UXG-7968,2017,NISSA,VERSA,SILVER,REPO,3200-BLK COFER RD,8120 SHELL RD CHESTERFIELD,02/12/2024 8:00 PM
02/08/2024 11:48,xxxxxxxxxxxx31201,3N1CN7AP5KL831201,xxxx8409,URL-8409,2019,NISSA,VERSA,WHITE,PUBLIC,00-BLK E 7TH ST,642 W SOUTHSIDE PLAZA DRIVE,02/08/2024 8:59 AM
02/16/2024 23:18,xxxxxxxxxxxx87412,3N1CN7AP8DL887412,xxx9159,TRB9159,13,NISSA,VERSA,SILVER,PRIVATE,900-BLK TERMINAL PL,4839 WALLER RD,02/16/2024 11:00 PM
02/05/2024 15:46,xxxxxxxxxxxx54494,3N1CN7AP9EK454494,xxxx4735,UMP-4735,2014,NISSA,VERSA,GRAY,PUBLIC,1900-BLK ALBANY AVE,642 W SOUTHSIDE PLAZA DRIVE,02/05/2024 11:30 AM
02/07/2024 04:30,xxxxxxxxxxxx24646,3N1CN7AP9GL824646,xxx2955,TWR2955,2016,NISSA,VERSA,GRAY,PRIVATE,2700-BLK HOPKINS RD,1901 RICHMOND HWY,02/07/2024 4:30 AM
02/10/2024 01:08,xxxxxxxxxxxx42923,3N1CN7APXKL842923,xxx7180,VTX7180,2019,NISSA,VERSA,BLACK,PRIVATE,400-BLK WESTOVER HILLS BLVD,1901 RICHMOND HWY,02/10/2024 1:08 AM
02/12/2024 04:49,xxxxxxxxxxxx53033,3N1CN7APXKL853033,xxx2466,TTZ2466,2019,NISSA,VERSA,SILVER,PUBLIC,900-BLK NORTH 30TH ST,1901 RICHMOND HWY,02/12/2024 3:18 AM
02/16/2024 20:00,xxxxxxxxxxxx17513,3N1CN8DV3LL917513,xxxx2056,UFL-2056,2020,NISS,VERSA,WHITE,PUBLIC,N 14TH ST/E BROAD ST RICH,642 W SOUTHSIDE PLZ,02/16/2024 7:58 PM
02/05/2024 15:25,xxxxxxxxxxxx00311,3N1CN8DV3ML900311,xxxx6819,UBF-6819,2021,NISSA,VERSA,SILVER,PUBLIC,1000-BLK BOWE ST,642 W SOUTHSIDE PLZ,02/05/2024 11:25 AM
02/07/2024 20:04,xxxxxxxxxxxx60184,3N1CN8EV0LL860184,xxxx6698,TKX-6698,2020,NISS,VERSA,BLUE,PUBLIC,N 24TH ST/FAIRMOUNT AVE RICH,642 W SOUTHSIDE PLZ,02/07/2024 8:04 PM
02/05/2024 18:43,xxxxxxxxxxxx01235,3N1CN8FV6LL801235,xxxx5388,TMA-5388,2020,NISSA,VERSA,WHITE,PUBLIC,1100-BLK INGRAM AVE,642 W SOUTHSIDE PLAZA DRIVE,02/05/2024 2:00 PM
02/07/2024 10:43,xxxxxxxxxxxx42631,3N1CP5BV0ML542631,xxxx2183,USX-2183,2021,NISSA,KICKS,BLACK,PUBLIC,100-BLK E 9TH ST,642 W SOUTHSIDE PLZ,02/07/2024 9:59 AM
02/17/2024 22:18,xxxxxxxxxxxx93006,3N1CP5BV5ML493006,xxx7736,TVA7736,2021,NISSA,KICKS,GRAY,PRIVATE,3400-BLK STOCKTON ST,3121 WILLIAMSBURG RD,02/17/2024 10:17 PM
02/17/2024 14:29,xxxxxxxxxxxx42995,3N1CP5BV7LL542995,xxBKSH,99BKSH,2020,NISSA,KICKS,WHITE,PRIVATE,100-BLK W FRANKLIN ST,168 EAST BELT BOULEVARD,02/17/2024 2:29 PM
02/05/2024 18:22,xxxxxxxxxxxx91748,3N1CP5CU2KL491748,xxQM75,QMQM75,2019,NISSA,KICKS,GRAY,PRIVATE,700-BLK E 4TH ST,3121 WILLIAMSBURG RD,02/05/2024 6:20 PM
02/12/2024 00:40,xxxxxxxxxxxx22058,3N1CP5CU2KL522058,xxxx3347,UJT-3347,2019,NISSA,KICKS,SILVER,REPO,2200-BLK WARWICK AVE,8120 SHELL RD CHESTERFIELD,02/12/2024 12:20 AM
02/05/2024 10:50,xxxxxxxxxxxx41783,3N1CP5CU3KL541783,xxx9546,UPF9546,2019,NISSA,KICKS,RED,PUBLIC,900-BLK PERRY ST,642 W SOUTHSIDE PLZ,02/05/2024 10:50 AM
02/10/2024 13:43,xxxxxxxxxxxx40572,3N1CP5CV2ML540572,xxxx2678,TZP 2678,2021,NISSA,4DOOR,ORANGE,PRIVATE,00-BLK W MARSHALL ST,1200 BENTLEY  ST,02/10/2024 1:43 PM
02/11/2024 09:57,xxxxxxxxxxxx78754,3N1CP5CV2NL478754,xxxx8108,UBW-8108,2022,NISSA,KICKS,ORANGE,PUBLIC,1100 W GRACE ST/600 RYLAND ST RICH,642 W SOUTHSIDE PLZ,02/11/2024 8:47 AM
02/07/2024 10:01,xxxxxxxxxxxx92177,3N6CM0KN1EK692177,xxxx8858,TMJ-8858,2014,NISS,NV200,GRAY,PUBLIC,00-BLK W 7TH ST,642 W SOUTHSIDE PLZ,02/07/2024 10:01 AM
02/08/2024 02:09,xxxxxxxxxxxx29899,3TMAZ5CN7LM129899,xxx3599,VZA3599,2020,TOYOT,TACOM,SILVER,PRIVATE,100-BLK E 2ND ST,1901 RICHMOND HWY,02/08/2024 2:08 AM
02/07/2024 14:38,xxxxxxxxxxxx75773,3TMCZ5AN6HM075773,xxxx8507,XEN-8507,2017,TOY,TAC,BLACK,PUBLIC,00-BLK E 15TH ST,642 W SOUTHSIDE PLZ,02/07/2024 2:37 PM
02/17/2024 02:38,xxxxxxxxxxxx87844,3tmdz5bn3lm087844,xxx6707,TTS6707,2020,TOYOT,TACOM,SILVER,REPO,2100-BLK ALLWOOD AVE,600 DINWIDDIE AVE,02/17/2024 2:38 AM
02/06/2024 19:37,xxxxxxxxxxxx10671,3TYSX5EN9NT010671,xxx3731,TPW3731,2022,TOYOT,TACOM,SILVER,PRIVATE,1600-BLK OVERBROOK RD,4901 WALLER ROAD,02/06/2024 7:36 PM
02/07/2024 11:41,xxxxxxxxxxxx72500,3VV2B7AX3KM072500,xxSQRZ,ROSQRZ,2019,VW,TIG,WHITE,PUBLIC,100-BLK E 11TH ST,642 W SOUTHSIDE PLZ,02/07/2024 11:40 AM
02/07/2024 11:19,xxxxxxxxxxxx73905,3VV3B7AX6KM073905,xxxx9404,BMW-9404,2019,VW,TIGUA,GRAY,PUBLIC,00-BLK E 10TH ST,642 W SOUTHSIDE PLZ,02/07/2024 10:19 AM
02/05/2024 13:14,xxxxxxxxxxxx12397,3VW267AJXGM212397,xxx3765,UWF3765,2016,VOLKS,JETTA,SILVER,PUBLIC,1800-BLK EVERETT ST,642 W SOUTHSIDE PLZ,02/05/2024 1:14 PM
02/06/2024 13:23,xxxxxxxxxxxx72518,3VW267AJXGM272518,xxxx3017,UMU-3017,2016,VOLKS,JETTA,WHITE,PUBLIC,1100-BLK INGRAM AVE,642 W SOUTHSIDE PLAZA DRIVE,02/06/2024 10:47 AM
02/16/2024 16:18,xxxxxxxxxxxx66201,3VW4T7AU7HM066201,xxx5400,VYM5400,2017,VOLKS,GTI,BLK,PUBLIC,6700-BLK FOREST HILL AVE,642 W SOUTHSIDE PLZ,02/16/2024 4:16 PM
02/11/2024 14:33,xxxxxxxxxxxx84402,3VW637AJXDM284402,xxxx3630,UEV-3630,2013,VW,JETTA,WHITE,PUBLIC,JAHNKE RD/MARLOWE RD RICH,642 W SOUTHSIDE PLZ,02/11/2024 1:32 PM
02/07/2024 03:41,xxxxxxxxxxxx79845,3VWD07AJ2EM379845,xxx4685,TVF4685,2014,VOLKS,JETTA,WHITE,PRIVATE,1100-BLK GRAND BROOK DR,1901 RICHMOND HWY,02/07/2024 3:41 AM
02/16/2024 05:37,xxxxxxxxxxxx23336,3VWD17AJ2EM323336,xxx3339,VZG3339,2014,VOLKS,JETTA,GRAY,PRIVATE,TOWNE HOMES OF CHESTERFIELD RICH,GRAB N GO TOWING,02/16/2024 5:36 AM
02/08/2024 10:33,xxxxxxxxxxxx39843,3VWD17AJ7EM439843,xxxx9431,ULU-9431,2014,VW,JETTA,BLUE,PUBLIC,00-BLK E 6TH ST,642 W SOUTHSIDE PLZ,02/08/2024 8:33 AM
02/05/2024 12:37,xxxxxxxxxxxx21552,3VWDP7AJ6DM221552,xxx5649,UGA5649,2013,VOLKS,JETTA,GRAY,PUBLIC,1300-BLK MCDONOUGH ST,6423 ROSELAWN RD,02/05/2024 12:36 PM
02/15/2024 00:43,xxxxxxxxxxxx41691,3VWDP7AJXDM241691,xxx8000,TYU8000,2013,VOLKS,JETTA,WHITE,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/15/2024 12:43 AM
02/13/2024 23:31,xxxxxxxxxxxx06294,3vwe57bu3lm106294,xxx3734,TWF3734,2020,VOLKS,JETTA,WHITE,REPO,2600-BLK KERN ST,"2500, AUSTIN AVENUE",02/13/2024 11:31 PM
02/08/2024 02:13,xxxxxxxxxxxx86796,3VWEF71K57M186796,xxx6601,TZK6601,2007,VOLKS,JETTA,SILVER,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/08/2024 2:13 AM
02/15/2024 12:14,xxxxxxxxxxxx31907,3VWJ17AT4GM631907,xxxx7858,TRZ-7858,2016,VW,BEET,BLACK,PUBLIC,RICHMOND HWY/BELLEMEADE RD RICH,642 W SOUTHSIDE PLZ,02/15/2024 12:13 PM
02/09/2024 01:56,xxxxxxxxxxxx97121,3VWL17AJ3HM297121,xx7MEE,M57MEE,2017,VW,JETTA,WHITE,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/09/2024 1:56 AM
02/13/2024 22:29,xxxxxxxxxxxx01501,3VWPL7AJ2EM601501,xxx5589,USE5589,14,VW,JETTA,SILVER,PRIVATE,1200-BLK HERMITAGE RD,4839 WALLER RD,02/13/2024 10:09 PM
